Nom,Masse_Terre,Rayon_Terre,Temp_Etoile_K,Periode_Orbitale_Jours,Distance_AL,Habitable
Synth-Earth-46,2.214288832366802,1.344317167752555,5183.256753876324,327.24877868725997,769.7648474774086,1
Synth-Earth-47,3.180501953264171,1.3841349890120218,5535.439024582037,288.3458664719135,44.085056897945314,1
Synth-Earth-48,1.6456728846895772,1.1742537864376679,4820.681242169408,407.9633178823959,355.99677695704094,1
Synth-Earth-49,2.827946301980047,1.385012122942202,5669.011019085298,335.14145635049556,426.82807198141154,1
Synth-Earth-50,2.2377555055891767,1.1637309715954423,4977.911803943624,334.5285429573596,674.0640112564404,1
Synth-Earth-51,1.6095881174454585,0.9444219086289692,4852.278158424777,296.09376356939754,492.1524178100032,1
Synth-Earth-52,3.3242254651979506,1.336528441185925,5495.113782790333,342.3767333695689,543.4268832184812,1
Synth-Earth-53,1.7830493048239593,1.3823718950662962,5762.475278054977,350.84777862744454,575.4325799655862,1
Synth-Earth-54,1.36403021077916,1.1442844127573804,4975.816217565212,211.90752218748074,995.7697628669608,1
Synth-Earth-55,2.051475831499655,1.3495731337549945,4632.945975556345,416.8449012034149,484.8896546080435,1
Synth-Earth-56,2.793640092204721,1.0004417533535295,5609.420029793866,277.76817973117943,51.19940082325302,1
Synth-Earth-57,3.2336510151953046,1.3929345117684724,5674.526426988667,431.7560621583201,879.074405663436,1
Synth-Earth-58,1.0544982950507193,1.0944646855057285,4918.231372167644,302.48388704325464,421.140115909365,1
Synth-Earth-59,2.6811980564173643,1.0194243107865577,4562.201378242691,419.81163844347435,119.83160829959021,1
Synth-Earth-60,1.8986238382055263,1.3919860039877228,5077.072533320815,245.52437914048474,559.2663959150484,1
Synth-Earth-61,1.880559577899334,1.3758619516722532,4853.988545357354,233.15521550396275,668.0137392842614,1
Synth-Earth-62,2.4742416367744866,1.1916523325225907,5333.779677972565,312.1949850718256,727.282848298212,1
Synth-Earth-63,1.2912086979067965,1.2330989478115386,5670.396001069401,441.34726227841156,982.115461437999,1
Synth-Earth-64,1.7369556667373847,0.9342803835398348,5447.581887699076,252.1356507676778,955.5766511980995,1
Synth-Earth-65,3.2171648750166213,1.041989884412905,5497.8012871120645,399.69837643066757,636.8207014654334,1
Synth-Earth-66,1.2709210745862933,1.108168890859591,4558.423976272689,256.28612326743075,427.6257995584533,1
Synth-Earth-67,1.0500701850100183,1.1271285797411705,4631.586993291487,328.0714321418507,726.4026512367874,1
Synth-Earth-68,2.5152553740839068,1.1075922000121377,5245.641797001725,262.18378582102656,562.7390831786158,1
Synth-Earth-69,3.2800217981429176,1.2510247399720504,4512.167856930098,254.085087961424,816.2226542577635,1
Synth-Earth-70,2.0145611185584493,1.3798186591128583,5254.354177859782,266.0458771375716,97.37885212842006,1
Synth-Earth-71,0.8125016262814645,1.0484574972039564,5413.3839114057555,238.6144324907334,245.46606484041246,1
Synth-Earth-72,2.1855671875903244,1.3191670567930802,4747.967040609678,212.29313621154253,375.8809121842562,1
Synth-Earth-73,1.3048194741295926,1.297801061965953,5611.263987325966,439.0358025698145,215.28042973763897,1
Synth-Earth-74,2.743395921115254,0.9921937010247242,5738.3642823355785,359.0326372309968,418.9708250391218,1
Synth-Earth-75,0.8084765914251628,0.9216329849785667,5567.5919790735325,335.63787174332253,430.15381465423656,1
Synth-Earth-76,2.7252683424299926,1.0988765938490297,5045.759044154388,335.63859798572093,921.6151413506084,1
Synth-Earth-77,2.8325821694751676,1.337192165051482,4778.038467389375,370.1190052625486,238.90830719058832,1
Synth-Earth-78,1.4728375879533597,0.9512021822293667,5102.792292276871,351.8576403076255,730.6565186557974,1
Synth-Earth-79,2.598675223182809,1.3835059369362999,5397.620564459746,269.1139312220081,392.60683460806837,1
Synth-Earth-80,0.9826219275446555,0.9806141394273564,5797.447726695191,396.5561262368077,660.7913732815327,1
Synth-Earth-81,2.6039371946724525,1.2651367401656093,4973.815528132817,261.651990293728,465.4145229902437,1
Synth-Earth-82,1.7740072725400764,1.2190555874784346,5392.9783709012245,345.06609914089336,205.90425570707293,1
Synth-Earth-83,1.0179394957448644,1.1315106575970562,4608.144896356579,232.06492604170165,10.00959512931541,1
Synth-Earth-84,2.108254817733192,1.1562908602403668,5009.544711430555,407.98973647134386,497.86486600371313,1
Synth-Earth-85,1.278872963435294,0.9497575263735825,5542.572728156803,329.491819773178,309.1793883539683,1
Synth-Earth-86,1.934596238242753,1.3755346712847343,5036.032824975753,278.4638128768636,181.4482652779619,1
Synth-Earth-87,0.7679502734409804,0.9225439662224455,5401.357991998337,270.1709683061897,392.59775837473137,1
Synth-Earth-88,3.4182928119238527,0.9597810923061914,5295.388867270741,236.13077265724044,549.5172174404942,1
Synth-Earth-89,2.89138984514818,0.9189464941159325,5114.884171336301,399.8610105680641,924.5011896745868,1
Synth-Earth-90,3.455283413567031,1.1688389652588298,5163.170151160991,204.52053669068857,590.9051734653358,1
Synth-Earth-91,1.6092949264231984,1.0088593723853982,5049.394814233111,427.97606478717375,135.25957804283095,1
Synth-Earth-92,1.1313897509351247,1.319467336402935,5219.237084891639,434.75591051257385,848.9801940081181,1
Synth-Earth-93,3.4425277585221137,1.0042417024884653,4625.784927225358,238.20383156970087,735.4419327264022,1
Synth-Earth-94,2.691852046996615,1.1037984039393707,5136.395834840555,298.80615801448323,471.15152158452037,1
Synth-Earth-95,3.3599240133467214,1.1630363261522731,5244.04486392425,375.4581679088749,29.83296215195107,1
Synth-Earth-96,1.6845680866818706,0.9242796724729454,4916.461073581422,442.8868309907007,509.46989216764047,1
Synth-Earth-97,3.4897886673172724,1.1427585468645374,5583.102278719446,221.51140714885972,281.35818268150484,1
Synth-Earth-98,1.05373919162333,0.9023933278818801,4964.648285580831,344.5180459265748,175.7062758821795,1
Synth-Earth-99,1.4761143674805002,1.2307650906432461,5097.171434081451,278.1433877742452,624.6974962668548,1
Synth-Earth-100,1.4274430958830038,1.0909498337295696,5600.034573671201,301.8794192656168,927.5260885301539,1
Synth-Earth-101,0.8523594221209922,0.9242901551277273,5501.931320835376,374.3320658150269,202.91882293273693,1
Synth-Earth-102,2.198777883433528,0.962211359585359,4653.168109591117,370.2599729281868,521.2571126132948,1
Synth-Earth-103,2.3417010493294703,1.2574745634548483,5424.394040964048,295.21453838753325,187.2603134538665,1
Synth-Earth-104,2.6041618031798306,1.1821233495084078,4997.243310178907,307.3999541141452,521.9827363341986,1
Synth-Earth-105,1.1779837564405429,1.1903338922104247,5666.25976397278,352.3170078532079,182.50824039827887,1
Synth-Earth-106,1.8656484233873898,1.0763473185417247,5035.342511740142,392.7488287466201,941.9017234834923,1
Synth-Earth-107,1.7270741264355571,1.1444329015771382,5797.84110266043,251.70956261826092,627.5648813044855,1
Synth-Earth-108,2.7248661762753352,1.3385396779803644,4691.570863201398,327.38638328223476,638.8748287196104,1
Synth-Earth-109,1.474087263071541,1.1817693594585086,5383.879974629517,350.4969495026145,573.0283387807971,1
Synth-Earth-110,3.087840641174439,0.9501977137771355,4783.379858179991,217.4000618721063,219.00297895359392,1
Synth-Earth-111,1.4647460263915948,1.303854019038245,4672.168019667141,223.86765019027106,182.4323912659085,1
Synth-Earth-112,1.934786660737543,1.3866652307420626,4872.504407354707,267.74963068739527,82.09866403219691,1
Synth-Earth-113,1.5662585662324155,0.9482205517545543,5790.079237964779,226.61918807506086,706.1645900148753,1
Synth-Earth-114,1.0075047992967137,1.3752807385484522,4937.344480992521,361.2701579108168,812.0042880324621,1
Synth-Earth-115,2.957872484027437,1.2900564399645147,5173.802051674101,436.47358135570494,190.83913534848114,1
Synth-Earth-116,1.124659680193293,1.3737790746398977,5523.933193465435,415.85181224748135,724.1192723067189,1
Synth-Earth-117,1.0302081628348023,1.2142179588142126,5164.66562344097,295.99088800039556,927.3699193149095,1
Synth-Earth-118,1.5713819494428045,1.113122691484574,5619.807984009853,397.17926948293524,877.0355627515484,1
Synth-Earth-119,1.151831485705439,0.9872219473002339,5117.360482591264,265.50805418927456,679.610463709151,1
Synth-Earth-120,1.563736841476378,1.3881023044340308,5378.833611695158,230.79631287207656,246.26155505894997,1
Synth-Earth-121,2.251862060044459,1.2387755848317452,4772.743137041776,245.9438906353517,574.5301322984715,1
Synth-Earth-122,2.8976875905572292,1.2092032235891965,5699.541675649274,449.32587084729215,349.6502127772516,1
Synth-Earth-123,0.9891579548901871,1.0505624622570766,5736.986600350101,225.06563604069783,365.0790588755618,1
Synth-Earth-124,0.8857409099044089,1.3387112547810163,4900.883238085937,220.5362136105921,973.589685889907,1
Synth-Earth-125,2.500169447330025,1.2376596170548388,5348.362327359983,367.2009126171508,155.01111702564396,1
Synth-Earth-126,0.7530465012523611,1.0107214633643826,5562.0141929642705,392.7621223002975,863.2829664304402,1
Synth-Earth-127,2.208768912296982,1.2172724885684554,5115.028127537845,286.40727061733594,23.067213916507264,1
Synth-Earth-128,1.9524808753589815,1.3636007670217143,4899.450577472769,402.4954909371123,507.19428585894264,1
Synth-Earth-129,1.0169158072272213,0.9816633859679887,5388.404940413782,375.1645678222004,774.8969537594683,1
Synth-Earth-130,1.4328893231446684,1.2743869206451497,5139.573233512326,427.1221899789375,684.5791639396784,1
Synth-Earth-131,2.58541463051815,0.9409821850856598,5305.141687362298,332.03036979345086,833.9925723959196,1
Synth-Earth-132,3.2771480274613873,1.3049382046216933,4570.6330951119535,345.6863286301008,856.9978711435605,1
Synth-Earth-133,1.9553974201059092,1.2820180060033075,4938.93197276795,304.9987966348767,747.7136918192571,1
Synth-Earth-134,1.0307707885009347,0.9186014174063899,4730.016110267529,288.38644001383295,341.23603405429253,1
Synth-Earth-135,2.294925785184743,1.3626762427470256,5188.687255554724,398.16733307173274,203.92247542056774,1
Synth-Earth-136,2.01534558936435,1.3254861849463344,4665.971440005424,351.3492986563224,895.4124876775552,1
Synth-Earth-137,2.7477352352783173,1.0140826906565816,5376.645106882868,364.15217573739983,549.6386799123668,1
Synth-Earth-138,1.8649769415009994,1.3736297480124136,5184.028230582709,362.7975964927865,509.51999516427026,1
Synth-Earth-139,3.165339646430019,1.2980130903579712,5293.783760931215,348.17246857956354,398.95427379469413,1
Synth-Earth-140,2.682411444684086,0.9478106713444253,5563.141863258351,249.82159857752455,164.1205781646054,1
Synth-Earth-141,1.880931436881417,1.3107037887586537,4900.546281563279,359.04763416605795,608.8338614650229,1
Synth-Earth-142,2.7151456350452854,1.0467008717164243,5315.960526865815,392.3733366259152,267.2255175749426,1
Synth-Earth-143,2.099545425003501,1.3163896467081098,4620.4209724975835,418.1462882097201,659.2998175331542,1
Synth-Earth-144,1.4187982483645398,1.0743060977807402,5455.502450931648,349.58940626458707,581.5118581287355,1
Synth-Earth-145,3.2330297920840687,1.0436354763032976,5321.2505485409565,330.86263206882836,734.4518954264668,1
Synth-Earth-146,2.829723389285636,1.205884863153591,4567.209251837357,356.9263512396856,662.5164664455654,1
Synth-Earth-147,1.490053537855472,1.108160917605058,5440.240752636251,217.01570073753595,685.1693605409462,1
Synth-Earth-148,0.9383661143483981,0.919405057384962,5648.476875030209,412.04884913878084,272.0829589971088,1
Synth-Earth-149,1.2658813089084033,0.9055537551729524,4515.568751841823,330.83702988005246,203.5096053744429,1
Synth-Earth-150,1.8448467003824263,1.1984948716286037,5773.601779467442,283.76672035933996,640.7058041510658,1
Synth-Earth-151,1.1251373089893266,1.2319418766254198,5082.103580530233,284.19566126628695,399.70387005742646,1
Synth-Earth-152,3.4096959748792237,0.9555622467478092,5706.12526390194,380.49050985305854,716.276233213275,1
Synth-Earth-153,1.56626140780214,1.3484838193469475,5491.35066977059,324.7088554910915,972.0122452670226,1
Synth-Earth-154,1.5139233303942619,0.9069079403255199,5375.225345801704,313.5052232291302,728.805955961503,1
Synth-Earth-155,1.316971541276059,0.9900667211588715,5336.148691559573,385.0782765784995,590.4480109828677,1
Synth-Earth-156,0.8856780143951847,0.9096411103069035,4527.902131044812,330.8103931930558,215.1725543135994,1
Synth-Earth-157,2.2095426088509864,1.3708493471690337,5202.3598895125115,404.89328188243985,43.23350713323189,1
Synth-Earth-158,2.0729849978059574,0.9241334187397588,4675.894632815326,324.4659877120128,581.9594174812272,1
Synth-Earth-159,1.1372446444689004,0.9855377048635238,5335.023998466252,439.9780204855914,460.73114717394753,1
Synth-Earth-160,1.1538404363884163,1.238565970682298,5272.801673045226,386.2140962264998,470.75316278878995,1
Synth-Earth-161,1.0196433348820206,1.1429801445021885,5338.157918061244,344.09864415573327,634.1729331177486,1
Synth-Earth-162,1.1887760537848095,1.3389957204633944,5177.383598030793,383.85004071762853,999.463663539198,1
Synth-Earth-163,1.478078974310392,1.0392382573499703,4931.307959675523,397.10270686882734,425.08459230884,1
Synth-Earth-164,2.521576980748731,1.2613978198972202,4971.52479271823,266.95866595888776,122.29955605926895,1
Synth-Earth-165,1.0436589919095405,1.1698266034292102,4703.030721867003,375.3614368092799,9.908794724791552,1
Synth-Earth-166,1.3019401862866997,0.979374569660452,5246.917563003427,409.507256193846,123.22878616900633,1
Synth-Earth-167,2.026386000500095,1.0201757628610126,5765.288640602797,353.7835536439445,873.8363727665296,1
Synth-Earth-168,2.023300316585891,1.1889349141350274,5073.952101140289,326.05407283834774,976.1369408427576,1
Synth-Earth-169,0.8369083916130194,1.2925305253907577,5454.256187750069,400.1289721572924,86.32993153306194,1
Synth-Earth-170,1.803649033891786,1.335987758366842,5491.295045517549,430.1641855143895,434.78760594476637,1
Synth-Earth-171,2.8625771613170308,1.362379662281985,5672.396490816348,343.05581877993825,777.866557961172,1
Synth-Earth-172,1.2439890660126274,1.138697288575518,4673.483151004461,315.42236092680065,615.06554878493,1
Synth-Earth-173,2.224145760335083,1.381167970108751,5284.424497300047,225.85033282161922,802.2710159647988,1
Synth-Earth-174,3.167183239807607,1.1506919823385187,5755.670335751453,222.3779265981122,477.65232601790206,1
Synth-Earth-175,3.0178266625672787,1.074940302392097,5462.444741607301,296.65933342367987,519.1791140936043,1
Synth-Earth-176,2.8333945060936605,0.9236938090127605,4688.301548908452,408.5943015845338,811.5336703335416,1
Synth-Earth-177,1.7870590130313653,1.3156828110940795,5039.345749687635,259.549024562773,631.1024165445498,1
Synth-Earth-178,2.3606441748187175,1.3481475174687318,4764.466131748932,324.99117546281906,131.53933471741254,1
Synth-Earth-179,2.906343212757508,1.1738080228642425,5523.575798349399,355.08179700933954,659.2006481919434,1
Synth-Earth-180,0.848523251997653,1.0286692276960694,4959.470664662853,210.99729529311122,629.1207776598322,1
Synth-Earth-181,1.8496256372056998,1.089194484604919,4980.384876433368,373.69475853364213,413.18021330032997,1
Synth-Earth-182,0.9396421634931756,1.1630282610503837,4771.951647463807,333.37440479449776,190.69301619385382,1
Synth-Earth-183,1.0814186072289806,1.2245927159954513,5292.939822097411,320.4731139810707,275.15197746536757,1
Synth-Earth-184,2.1297029620915824,1.1125745418418784,4694.262067931299,246.142387326099,473.7594624441105,1
Synth-Earth-185,3.4040842318349096,0.9591404160388545,5276.230555686961,386.47308692788727,335.99436928412877,1
Synth-Earth-186,2.537366006488506,1.056566900471866,4845.069957041112,384.57529012079704,459.75990632354325,1
Synth-Earth-187,3.0832671225178787,1.3772832001813065,4598.650256998074,201.95057805540776,26.255549413498215,1
Synth-Earth-188,3.42724894334419,1.1551338126264759,5764.151175252706,214.35123377592862,888.3813769276966,1
Synth-Earth-189,3.366965252584997,1.3080088918172112,4775.244386250807,214.82586652457817,42.88212866247533,1
Synth-Earth-190,1.3274595149968191,0.9949033028699745,4707.222856608624,427.77204884587445,461.2096562534189,1
Synth-Earth-191,3.2885554764786686,1.327689894379198,5034.595485642016,411.89578277047093,250.73411722728557,1
Synth-Earth-192,0.8930917127560998,1.244172437450435,4547.250711701948,239.1449014668665,135.53547971589398,1
Synth-Earth-193,1.2763403968268698,1.0438847636244053,5535.180996288149,441.4150699050132,491.0279581328551,1
Synth-Earth-194,0.8722619906882751,1.1661347578658543,4835.421674780022,213.59694579000538,395.00986713077873,1
Synth-Earth-195,1.824266932982239,1.0005301061614065,4957.610678179902,363.4250145938381,166.7544364646186,1
Synth-Earth-196,2.0133452670235963,1.3217428731653538,5651.435255786448,265.68787970324337,514.029646901228,1
Synth-Earth-197,3.2237477852790066,0.9640235208981977,4948.160104936223,410.6288327167153,655.49453142161,1
Synth-Earth-198,1.9339342147119218,1.2688680864221304,4805.629459785578,214.19784876618718,8.957140947957972,1
Synth-Earth-199,3.4317057760056473,1.280421862257028,5395.435898230092,421.6752490310996,983.2354005036506,1
Synth-Earth-200,1.6886525494526285,1.0215809725972063,5661.544115170895,422.9189974520251,987.819114308086,1
Synth-Earth-201,1.711052734630357,1.2015568665920753,5248.632285618004,202.45892588799217,261.0214782175088,1
Synth-Earth-202,3.2928859807333692,1.3157091359821778,5772.208831487041,201.14379210200136,884.2409726144623,1
Synth-Earth-203,1.665847390391324,1.2604040374528744,5365.285285723597,236.98916678293313,823.9707036660983,1
Synth-Earth-204,1.7392929934550196,1.2258292689951191,4911.24561102998,442.0285408898998,552.4282200827334,1
Synth-Earth-205,3.4260070901470874,1.052463325044935,4824.084999794137,368.40623365621116,796.0913414774927,1
Synth-Earth-206,1.8407552524767614,1.1031473274000194,5482.508709936367,414.6273301311527,27.65730142770785,1
Synth-Earth-207,1.4570083308254866,1.2104666219736133,5266.8713245783165,257.9261178221031,700.4569409754081,1
Synth-Earth-208,1.3570318934742096,1.1895064864648806,5278.516235279962,449.54499409893964,275.5463863886403,1
Synth-Earth-209,2.177183342159994,0.929842078799024,5531.083701474216,280.6297085600712,526.9726860369457,1
Synth-Earth-210,1.2117785696552992,1.0835708289479955,5607.18894720629,289.19553163403157,539.3565677997487,1
Synth-Earth-211,1.709568925562752,0.9897861964301988,4789.147586676914,253.40786979082182,285.2961171192255,1
Synth-Earth-212,2.7603145943210157,1.1558309940569107,5150.710780942015,281.95581121847755,83.7509945331641,1
Synth-Earth-213,0.7734184274868589,0.9785834069298976,4936.588754981368,445.6416435084917,511.0300339112003,1
Synth-Earth-214,3.276840410844027,0.9286494652317301,4659.371173640496,344.0802083857212,319.80241756333913,1
Synth-Earth-215,0.9428147410226199,0.9734274064508981,4735.263850753698,384.2224899452789,761.6948920051487,1
Synth-Earth-216,1.1996850721921286,1.2098884057868378,4901.6296572717,369.301524676981,688.5775878181887,1
Synth-Earth-217,3.1878150091451944,1.2900466069257162,4784.812825898811,330.8049700967893,245.29997142444878,1
Synth-Earth-218,2.816005937639826,1.2763049326344027,5766.92068134694,322.4939750737036,66.16897944076456,1
Synth-Earth-219,1.0023350617716762,1.2351660366905466,5669.512063558423,345.04760545598873,70.3087290339016,1
Synth-Earth-220,2.2926357164360534,1.378077665795543,4602.8577118715175,391.9302922109417,127.94969299066202,1
Synth-Earth-221,1.352830830117661,1.0482345062452016,4648.514951178903,333.8779639614529,506.4382996861206,1
Synth-Earth-222,2.5208196991560534,1.2005123452311577,5249.334917425104,248.05574986123307,720.2685367253492,1
Synth-Earth-223,0.7509608603804085,1.210863752648717,4988.446558733234,361.45321027250867,920.8585200867924,1
Synth-Earth-224,1.6589527204115204,0.9444198271504142,5258.296593140196,411.9489044969073,54.184242535224094,1
Synth-Earth-225,1.5072369728212316,1.2464307101552268,5446.249688274366,376.1279461804644,764.1366387604114,1
Synth-Earth-226,1.892841031870764,1.1909368774262385,5522.105734558408,219.03374770982276,797.7123128713796,1
Synth-Earth-227,0.7140956144882666,1.1789176271183668,4852.178940140669,394.8196443505976,515.1862595242551,1
Synth-Earth-228,2.1289833053132576,0.9712101145629072,4819.961040467004,318.2077296108265,280.69155636342606,1
Synth-Earth-229,1.6805977218840207,0.9322323132654416,4949.311747809027,376.618744199233,368.81599369781634,1
Synth-Earth-230,1.1969326470422526,1.247267780604124,4811.330171617281,434.8724340536483,418.8247762107932,1
Synth-Earth-231,2.0414133560508656,1.1279672563768042,5020.383597773112,347.7883122189774,608.3096355926641,1
Synth-Earth-232,2.3954853594160186,1.2846324275150383,5143.108878644223,253.04938813016958,706.3658751620407,1
Synth-Earth-233,1.9914800327310458,1.2086465029490512,5210.773742944489,280.8807876798289,52.54674597343589,1
Synth-Earth-234,1.0109598951094598,0.9426023492864923,5081.376090995278,323.39283021587886,367.29728227153635,1
Synth-Earth-235,3.034679554959342,1.0513385302209448,5714.489078959664,338.420516409425,797.6392358324252,1
Synth-Earth-236,1.2858308082576593,1.101038156740356,5571.144249886551,217.76438331110737,409.1944669115761,1
Synth-Earth-237,2.936883275346011,1.3116055804536588,4757.428415395016,208.0270895578042,543.9983385657423,1
Synth-Earth-238,3.486617322179174,1.1963398676577481,5146.098159138239,401.4484375116765,303.00232659921284,1
Synth-Earth-239,1.0696346249275468,1.2790675927444135,4805.967478851264,238.0107123492075,537.7154437932235,1
Synth-Earth-240,2.107086976226957,1.094425524023654,5067.40701879664,257.65535711926543,618.8136057750094,1
Synth-Earth-241,2.2761082040561984,1.24955542002857,4989.982768455486,443.16824277009425,395.75296006475327,1
Synth-Earth-242,3.1949431553509555,1.384042119809066,4690.768677328828,375.60179012449055,21.026195083082683,1
Synth-Earth-243,0.7347594550891484,0.9461868562510971,5736.274502768063,260.52895224774227,28.542025874968438,1
Synth-Earth-244,1.2808377801249158,0.9501248641695481,4817.924681306754,397.04324086680003,448.46377457730534,1
Synth-Earth-245,2.8125458675458983,0.9485678040746663,5640.287659525732,312.5588222357469,779.8016586911658,1
Synth-Earth-246,1.8517190904641665,1.0247201164133959,5523.327411087492,414.40851738966796,955.8341981828022,1
Synth-Earth-247,3.0849476931012045,1.2593337468296735,5116.953657586308,270.5094584577053,429.21551905235197,1
Synth-Earth-248,1.788554328845183,1.2859902350109644,5194.0736186554195,275.1914226324149,833.5514887990538,1
Synth-Earth-249,1.0164395195363614,0.9167861196390308,4575.777319923362,331.68605147879583,946.5911032803474,1
Synth-Earth-250,3.062914558958906,1.0036115596567443,4614.071889067585,305.49920359411936,371.3754112100733,1
Synth-Earth-251,2.3324375956187673,1.354288817984,5331.927074175775,435.38611159513584,688.2840658281866,1
Synth-Earth-252,1.097854709244551,1.3618245487232994,4875.571287519263,376.9483408697432,421.7543117157926,1
Synth-Earth-253,2.251923350940917,0.9762390880912638,5134.570886434945,216.53437133636788,88.82085599767957,1
Synth-Earth-254,1.72614677004412,1.2088922154743011,5091.2123589087405,332.1211149734371,438.9849541067153,1
Synth-Earth-255,2.68125118491077,1.065355032936252,5663.30817913951,221.4678262521133,325.2558603265606,1
Synth-Earth-256,1.9626757875049432,1.2330538169321779,5616.680614956698,221.78900850732458,923.1069926430574,1
Synth-Earth-257,2.6446475462714685,0.9150869223737047,4845.127794536208,201.31796298349923,764.084925565507,1
Synth-Earth-258,1.504549753623775,1.079102459128641,4877.867656291668,439.8410112236148,739.4833060270722,1
Synth-Earth-259,1.4146226166266391,1.1899569951999525,5067.574248236521,229.8555312817267,190.89040266887324,1
Synth-Earth-260,3.223865548758793,1.3525023291168083,5139.665453759531,380.1906923078582,903.4284345655201,1
Synth-Earth-261,2.3895049282027,1.0773871257430627,4520.238289680241,444.5331307357628,789.642365120008,1
Synth-Earth-262,1.6442982799149037,1.3379890950024937,5533.982396036433,274.74996858858447,625.0212899831591,1
Synth-Earth-263,0.7685817471048803,1.0291767756891959,5153.512947166844,420.8071117657621,92.60441662843317,1
Synth-Earth-264,2.0955645419669944,1.1615406711992635,5499.396829846352,320.74093683922604,134.39079522073928,1
Synth-Earth-265,2.7166976595049324,1.3149014696801409,5445.242631291005,407.95919020034273,343.28987645766983,1
Synth-Earth-266,1.222511569090057,1.0800279975942173,4835.633364225319,312.010670505738,894.4635817328577,1
Synth-Earth-267,2.119611859438301,1.267510748376461,5071.173363525535,207.31036878134847,356.12285670567843,1
Synth-Earth-268,1.1827094113557184,1.12354265772298,4769.037531884988,418.91684908241956,963.6702360211036,1
Synth-Earth-269,1.6543126741619272,0.9561507028156615,5068.781340973115,395.6419257297159,720.0790817728561,1
Synth-Earth-270,2.090013200904748,1.0982406415824015,4651.397428991381,218.79219408438485,690.912710502975,1
Synth-Earth-271,2.9443143337785713,1.0384557170541597,5333.379764968714,446.9211764928664,331.600867036222,1
Synth-Earth-272,2.001202225808578,1.3523312339174838,5531.485795498374,205.3574735316034,359.26964774863325,1
Synth-Earth-273,3.340621476486823,1.2898858440994934,5555.812767795127,391.5163966948353,698.0487575090913,1
Synth-Earth-274,1.143309955643618,1.1699019657242669,4887.876123762417,391.6723238115805,778.4827064662395,1
Synth-Earth-275,1.2938427587185637,1.1890825101907856,4705.2375605406305,212.42638830631546,810.1625105946646,1
Synth-Earth-276,2.8771975298800623,1.0590822651349712,5527.704431200272,348.8497040651297,239.56104949114186,1
Synth-Earth-277,1.9886649801391532,0.9144248182979445,4723.199838590128,445.21845085337316,131.68965840975807,1
Synth-Earth-278,1.7295198453416054,0.9355919358896276,5261.159910855413,219.32552672815447,26.425200528841266,1
Synth-Earth-279,1.043812613456144,1.272084446237895,4828.95074794165,266.3643007994513,64.2580842274529,1
Synth-Earth-280,2.1328131500399548,1.2291872386085678,5510.430763481176,232.25388458806083,311.2683271839845,1
Synth-Earth-281,3.259542434258769,1.1677128152334824,5088.57126435252,286.59839311046596,779.0636630776962,1
Synth-Earth-282,1.80927909907979,1.1940970894154153,5165.969072297559,439.68242189393925,744.1836636384347,1
Synth-Earth-283,2.07691860154047,1.2346598821728922,4519.619017017537,330.16941478128336,141.6985341006944,1
Synth-Earth-284,3.1598376506509434,1.2889712860965312,5270.050684511121,441.6660195006393,928.7910961439522,1
Synth-Earth-285,2.55149697785894,1.105796793558391,5414.077027582104,310.5953446066184,872.3677445132291,1
Synth-Earth-286,3.115312027672977,1.1624521317645122,4709.171003675642,361.6571192872813,791.0517570200506,1
Synth-Earth-287,0.7601639472743883,1.0853669617965362,4988.465134792919,247.46333533029812,39.72110988571244,1
Synth-Earth-288,3.355105872824889,1.0297639823363154,4638.004531777391,402.05162312639936,631.9994038802305,1
Synth-Earth-289,2.6191612009899385,1.1079805862479237,5080.13286471661,296.87099135481003,583.3552867702781,1
Synth-Earth-290,2.7775751618845295,1.3281156523657782,5414.479673193514,302.16545666240745,952.0147390769969,1
Synth-Earth-291,1.111403305197481,0.9146393476475337,5461.156514336959,217.67525771398218,474.9319033461937,1
Synth-Earth-292,2.8277255343579037,1.0348539318859924,4652.208133944799,280.51934509856,152.30062137075674,1
Synth-Earth-293,1.2355204338711192,0.9139673557512822,4783.500968543816,323.36974941276173,755.9780975228629,1
Synth-Earth-294,2.679373925816843,0.9286025957783963,5396.41231244202,217.53681636335182,424.46625655075417,1
Synth-Earth-295,0.9836745759996993,1.384355385657801,4728.772534860931,281.79180448573175,270.77390656647333,1
Synth-Earth-296,0.7639178455658415,1.0813244001451912,4945.2072155058,315.4626006557653,952.0020629303289,1
Synth-Earth-297,0.7341488533539726,1.1099619902581965,5254.769671939764,225.052763348818,918.4908353447065,1
Synth-Earth-298,1.9375920249879428,1.0980070121111243,4597.580807813081,381.5176928471444,640.2775022028812,1
Synth-Earth-299,2.577821203974753,1.1154218805397456,5700.68820888325,300.2560323234447,598.0365794575499,1
Synth-Earth-300,3.3464660606362546,1.2113676894095602,4893.24395843934,429.48577100043883,301.62498622127623,1
Synth-Earth-301,3.0458310426291026,1.310669325477514,5440.681628456344,394.2900449187259,800.8106277418494,1
Synth-Earth-302,2.9074505492719735,1.0804269327522174,5715.598191576955,336.7321498461787,517.4532901648729,1
Synth-Earth-303,1.0851682022515787,1.1212063427116925,5545.902388882033,223.4648348280829,966.1075558545746,1
Synth-Earth-304,3.190523006996669,1.1556779108376487,5517.705363224177,384.46040893919474,387.0991575574627,1
Synth-Earth-305,2.2131356920440375,0.9181257853634096,4910.223031001055,270.6176811911522,791.8142381372035,1
